Date,visits_by_day,street_address,city,region,postal_code,iso_country_code,brands
2021-10-21,,510 West Eighth Avenue,Vancouver,BC,V5Z 1C5,CA,Whole Foods Market
2021-10-22,,510 West Eighth Avenue,Vancouver,BC,V5Z 1C5,CA,Whole Foods Market
2021-10-23,,510 West Eighth Avenue,Vancouver,BC,V5Z 1C5,CA,Whole Foods Market
2021-10-24,,510 West Eighth Avenue,Vancouver,BC,V5Z 1C5,CA,Whole Foods Market
2018-12-31,1702,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-01,0,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-02,1547,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-03,1392,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-04,3094,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-05,2475,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-06,1856,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-07,1234,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-08,1852,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-09,1605,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-10,617,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-11,1111,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-12,1481,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-13,1605,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-14,2112,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-15,994,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-16,1118,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-17,869,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-18,1864,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-19,1491,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-20,869,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-21,1742,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-22,2033,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-23,1452,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-24,1307,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-25,1307,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-26,2033,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-27,871,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-28,1751,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-29,1167,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-30,729,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-01-31,875,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-01,2189,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-02,2481,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-03,2189,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-04,1307,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-05,1046,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-06,1046,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-07,784,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-08,1569,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-09,2092,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-10,1569,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-11,1285,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-12,128,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-13,900,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-14,1414,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-15,1543,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-16,1671,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-17,642,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-18,142,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-19,1711,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-20,1140,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-21,1140,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-22,1711,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-23,1568,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-24,1711,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-25,580,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-26,2613,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-27,871,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-02-28,2323,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-01,871,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-02,1161,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-03,1597,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-04,1269,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-05,761,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-06,1142,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-07,761,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-08,888,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-09,1142,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-10,1650,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-11,1302,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-12,1171,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-13,1171,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-14,1562,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-15,1822,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-16,1302,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-17,911,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-18,786,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-19,786,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-20,1442,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-21,918,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-22,1311,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-23,2098,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-24,1836,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-25,1997,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-26,1997,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-27,1711,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-28,1141,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-29,1426,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-30,2139,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-03-31,1283,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-01,1103,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-02,981,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-03,858,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-04,1103,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-05,1103,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-06,1471,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-07,613,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-08,1055,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-09,923,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-10,1055,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-11,395,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-12,1583,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-13,1319,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-14,1319,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-15,1100,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-16,962,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-17,962,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-18,1237,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-19,0,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-20,2062,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-21,0,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-22,771,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-23,771,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-24,463,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-25,1234,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-26,2006,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-27,1698,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-28,1852,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-29,1087,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-04-30,777,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-01,1087,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-02,1087,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-03,2175,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-04,1709,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-05,1709,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-06,904,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-07,1291,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-08,1808,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-09,1291,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-10,904,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-11,1162,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-12,1162,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-13,385,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-14,771,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-15,1028,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-16,1285,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-17,1028,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-18,1800,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-19,1414,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-20,0,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-21,1560,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-22,1872,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-23,1092,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-24,780,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-25,780,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-26,2340,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-27,592,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-28,1036,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-29,592,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-30,1184,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-05-31,1036,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-01,1184,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-02,1332,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-03,821,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-04,1173,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-05,586,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-06,703,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-07,586,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-08,938,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-09,586,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-10,1252,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-11,1378,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-12,1503,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-13,751,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-14,1002,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-15,1127,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-16,1378,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-17,296,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-18,1185,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-19,1037,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-20,1481,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-21,1185,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-22,1333,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-23,889,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-24,481,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-25,1124,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-26,963,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-27,1124,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-28,1927,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-29,1124,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-06-30,1285,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-01,113,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-02,910,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-03,1252,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-04,910,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-05,1138,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-06,1366,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-07,683,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-08,1780,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-09,381,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-10,1017,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-11,890,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-12,1017,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-13,1144,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-14,762,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-15,1045,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-16,1437,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-17,522,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-18,783,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-19,783,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-20,653,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-21,1175,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-22,873,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-23,1455,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-24,1309,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-25,727,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-26,1018,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-27,1600,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-28,1309,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-29,904,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-30,452,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-07-31,1206,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-01,1357,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-02,1357,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-03,1357,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-04,904,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-05,361,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-06,1444,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-07,1083,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-08,361,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-09,1203,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-10,842,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-11,722,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-12,611,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-13,1223,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-14,611,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-15,733,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-16,856,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-17,611,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-18,1467,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-19,1771,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-20,953,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-21,1362,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-22,1226,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-23,953,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-24,681,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-25,817,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-26,676,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-27,540,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-28,811,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-29,811,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-30,811,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-08-31,946,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-01,1892,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-02,0,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-03,852,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-04,426,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-05,1278,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-06,426,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-07,639,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-08,852,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-09,652,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-10,869,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-11,652,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-12,543,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-13,652,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-14,434,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-15,1086,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-16,1008,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-17,756,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-18,756,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-19,1008,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-20,756,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-21,882,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-22,882,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-23,582,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-24,582,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-25,145,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-26,874,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-27,291,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-28,1748,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-29,1020,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-09-30,697,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-01,836,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-02,697,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-03,418,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-04,975,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-05,975,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-06,1254,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-07,999,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-08,571,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-09,285,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-10,857,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-11,714,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-12,571,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-13,1285,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-14,0,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
2019-10-15,644,1305 Lawrence Avenue West,Toronto,ON,M6L 1A5,CA,Walmart
